mz,diff,reference,formula,formula_isotopefree,formula_ion,homseries,totalc,H.C,O.C,C,H,O,N,S,P,Cl,Na,C13
149.0607919,0.0729069,150.0680792,C_9 H_10 O_2,C9H10O2,C_9 H_9 O_2,354,9,1.111,0.222,9,10,2,0,0,0,0,0,0
149.0608588,0.3734437,150.0680792,C_9 H_10 O_2,C9H10O2,C_9 H_9 O_2,354,9,1.111,0.222,9,10,2,0,0,0,0,0,0
149.0972399,0.3448331,150.1044646,C_10 H_14 O_1,C10H14O,C_10 H_13 O_1,354,10,1.4,0.1,10,14,1,0,0,0,0,0,0
149.097271,0.5516688,150.1044646,C_10 H_14 O_1,C10H14O,C_10 H_13 O_1,354,10,1.4,0.1,10,14,1,0,0,0,0,0,0
151.0400486,0.1237773,152.0473439,C_8 H_8 O_3,C8H8O3,C_8 H_7 O_3,354,8,1,0.375,8,8,3,0,0,0,0,0,0
151.0764029,0.327859,152.0837292,C_9 H_12 O_2,C9H12O2,C_9 H_11 O_2,353,9,1.333,0.222,9,12,2,0,0,0,0,0,0
151.0764553,0.0162608,152.0837292,C_9 H_12 O_2,C9H12O2,C_9 H_11 O_2,353,9,1.333,0.222,9,12,2,0,0,0,0,0,0
151.9989414,0.0679646,153.0062075,C_6 H_3 O_4 N_1,C6H3NO4,C_6 H_2 O_4 N_1,152,6,0.5,0.667,6,3,4,1,0,0,0,0,0
151.9990703,0.9100472,153.0062075,C_6 H_3 O_4 N_1,C6H3NO4,C_6 H_2 O_4 N_1,152,6,0.5,0.667,6,3,4,1,0,0,0,0,0
152.0351899,0.8267117,153.0425929,C_7 H_7 O_3 N_1,C7H7NO3,C_7 H_6 O_3 N_1,122,7,1,0.429,7,7,3,1,0,0,0,0,0
152.0353354,0.1242464,153.0425929,C_7 H_7 O_3 N_1,C7H7NO3,C_7 H_6 O_3 N_1,122,7,1,0.429,7,7,3,1,0,0,0,0,0
153.0193032,0.1875066,154.0266085,C_7 H_6 O_4,C7H6O4,C_7 H_5 O_4,353,7,0.857,0.571,7,6,4,0,0,0,0,0,0
153.0709093,0.4169571,154.07825,C_12 H_10,C12H10,C_12 H_9,340,12,0.833,0,12,10,0,0,0,0,0,0,0
154.9984434,0.9822204,156.0058731,C_6 H_4 O_5,C6H4O5,C_6 H_3 O_5,330,6,0.667,0.833,6,4,5,0,0,0,0,0,0
155.0139621,0.7002572,156.0211292,C_10 H_4 O_2,C10H4O2,C_10 H_3 O_2,340,10,0.4,0.2,10,4,2,0,0,0,0,0,0
155.0348597,0.7838011,156.0422585,C_7 H_8 O_4,C7H8O4,C_7 H_7 O_4,277,7,1.143,0.571,7,8,4,0,0,0,0,0,0
155.0349729,0.0586187,156.0422585,C_7 H_8 O_4,C7H8O4,C_7 H_7 O_4,277,7,1.143,0.571,7,8,4,0,0,0,0,0,0
155.0501123,0.8066904,156.0575146,C_11 H_8 O_1,C11H8O,C_11 H_7 O_1,355,11,0.727,0.091,11,8,1,0,0,0,0,0,0
155.071469,0.6509471,156.0786439,C_8 H_12 O_3,C8H12O3,C_8 H_11 O_3,260,8,1.5,0.375,8,12,3,0,0,0,0,0,0
155.0867044,0.5176241,156.0939,C_12 H_12,C12H12,C_12 H_11,363,12,1,0,12,12,0,0,0,0,0,0,0
156.081996,0.7856934,157.089149,C_11 H_11 N_1,C11H11N,C_11 H_10 N_1,123,11,1,0,11,11,0,1,0,0,0,0,0
157.0141758,0.448186,158.0215231,C_6 H_6 O_5,C6H6O5,C_6 H_5 O_5,260,6,1,0.833,6,6,5,0,0,0,0,0,0
157.0506528,0.1315341,158.0579085,C_7 H_10 O_4,C7H10O4,C_7 H_9 O_4,214,7,1.429,0.571,7,10,4,0,0,0,0,0,0
157.0506907,0.3711297,158.0579085,C_7 H_10 O_4,C7H10O4,C_7 H_9 O_4,214,7,1.429,0.571,7,10,4,0,0,0,0,0,0
158.9934996,0.0732059,160.0007877,C_5 H_4 O_6,C5H4O6,C_5 H_3 O_6,214,5,0.8,1.2,5,4,6,0,0,0,0,0,0
158.9935058,0.0343811,160.0007877,C_5 H_4 O_6,C5H4O6,C_5 H_3 O_6,214,5,0.8,1.2,5,4,6,0,0,0,0,0,0
159.0298521,0.2787291,160.0371731,C_6 H_8 O_5,C6H8O5,C_6 H_7 O_5,170,6,1.333,0.833,6,8,5,0,0,0,0,0,0
159.029896,0.0040178,160.0371731,C_6 H_8 O_5,C6H8O5,C_6 H_7 O_5,170,6,1.333,0.833,6,8,5,0,0,0,0,0,0
159.0451199,0.2055577,160.0524292,C_10 H_8 O_2,C10H8O2,C_10 H_7 O_2,387,10,0.8,0.2,10,8,2,0,0,0,0,0,0
159.045144,0.0549008,160.0524292,C_10 H_8 O_2,C10H8O2,C_10 H_7 O_2,387,10,0.8,0.2,10,8,2,0,0,0,0,0,0
159.0453123,0.9965849,160.0524292,C_10 H_8 O_2,C10H8O2,C_10 H_7 O_2,387,10,0.8,0.2,10,8,2,0,0,0,0,0,0
159.0663561,0.4625559,160.0735585,C_7 H_12 O_4,C7H12O4,C_7 H_11 O_4,134,7,1.714,0.571,7,12,4,0,0,0,0,0,0
161.0090669,0.5826388,162.0164377,C_5 H_6 O_6,C5H6O6,C_5 H_5 O_6,134,5,1.2,1.2,5,6,6,0,0,0,0,0,0
161.0091351,0.1617429,162.0164377,C_5 H_6 O_6,C5H6O6,C_5 H_5 O_6,134,5,1.2,1.2,5,6,6,0,0,0,0,0,0
163.003843,0.9813664,164.0109585,C_8 H_4 O_4,C8H4O4,C_8 H_3 O_4,376,8,0.5,0.5,8,4,4,0,0,0,0,0,0
163.0400145,0.3228642,164.0473439,C_9 H_8 O_3,C9H8O3,C_9 H_7 O_3,379,9,0.889,0.333,9,8,3,0,0,0,0,0,0
163.0400268,0.24777,164.0473439,C_9 H_8 O_3,C9H8O3,C_9 H_7 O_3,379,9,0.889,0.333,9,8,3,0,0,0,0,0,0
163.0401099,0.2590959,164.0473439,C_9 H_8 O_3,C9H8O3,C_9 H_7 O_3,379,9,0.889,0.333,9,8,3,0,0,0,0,0,0
163.0764862,0.2033778,164.0837292,C_10 H_12 O_2,C10H12O2,C_10 H_11 O_2,354,10,1.2,0.2,10,12,2,0,0,0,0,0,0
163.0765173,0.3931954,164.0837292,C_10 H_12 O_2,C10H12O2,C_10 H_11 O_2,354,10,1.2,0.2,10,12,2,0,0,0,0,0,0
164.0433287,0.5665656,165.0506987,C_8 H_8 O_3 C13_1,C9H8O3,C_8 H_7 O_3 C13_1,379,9,0.889,0.333,8,8,3,0,0,0,0,0,1
165.0193506,0.1118315,166.0266085,C_8 H_6 O_4,C8H6O4,C_8 H_5 O_4,354,8,0.75,0.5,8,6,4,0,0,0,0,0,0
165.0193993,0.4051457,166.0266085,C_8 H_6 O_4,C8H6O4,C_8 H_5 O_4,354,8,0.75,0.5,8,6,4,0,0,0,0,0,0
165.0556705,0.2826097,166.0629939,C_9 H_10 O_3,C9H10O3,C_9 H_9 O_3,354,9,1.111,0.333,9,10,3,0,0,0,0,0,0
166.0510119,0.2721266,167.0582429,C_8 H_9 O_3 N_1,C8H9NO3,C_8 H_8 O_3 N_1,122,8,1.125,0.375,8,9,3,1,0,0,0,0,0
166.9985513,0.2699192,168.0058731,C_7 H_4 O_5,C7H4O5,C_7 H_3 O_5,354,7,0.571,0.714,7,4,5,0,0,0,0,0,0
166.9985814,0.0910683,168.0058731,C_7 H_4 O_5,C7H4O5,C_7 H_3 O_5,354,7,0.571,0.714,7,4,5,0,0,0,0,0,0
167.0349083,0.4385923,168.0422585,C_8 H_8 O_4,C8H8O4,C_8 H_7 O_4,353,8,1,0.5,8,8,4,0,0,0,0,0,0
167.0349723,0.0579021,168.0422585,C_8 H_8 O_4,C8H8O4,C_8 H_7 O_4,353,8,1,0.5,8,8,4,0,0,0,0,0,0
167.0864572,0.9899536,168.0939,C_13 H_12,C13H12,C_13 H_11,340,13,0.923,0,13,12,0,0,0,0,0,0,0
169.0143726,0.7407292,170.0215231,C_7 H_6 O_5,C7H6O5,C_7 H_5 O_5,330,7,0.857,0.714,7,6,5,0,0,0,0,0,0
169.0294182,0.4978161,170.0367792,C_11 H_6 O_2,C11H6O2,C_11 H_5 O_2,340,11,0.545,0.182,11,6,2,0,0,0,0,0,0
169.0506722,0.2359725,170.0579085,C_8 H_10 O_4,C8H10O4,C_8 H_9 O_4,277,8,1.25,0.5,8,10,4,0,0,0,0,0,0
169.1022136,0.3527316,170.10955,C_13 H_14,C13H14,C_13 H_13,363,13,1.077,0,13,14,0,0,0,0,0,0,0
171.029916,0.1126268,172.0371731,C_7 H_8 O_5,C7H8O5,C_7 H_7 O_5,260,7,1.143,0.714,7,8,5,0,0,0,0,0,0
171.0299227,0.1511824,172.0371731,C_7 H_8 O_5,C7H8O5,C_7 H_7 O_5,260,7,1.143,0.714,7,8,5,0,0,0,0,0,0
171.0661157,0.9666864,172.0735585,C_8 H_12 O_4,C8H12O4,C_8 H_11 O_4,214,8,1.5,0.5,8,12,4,0,0,0,0,0,0
171.0815889,0.2945571,172.0888146,C_12 H_12 O_1,C12H12O,C_12 H_11 O_1,361,12,1,0.083,12,12,1,0,0,0,0,0,0
172.0332077,0.2530622,173.0405279,C_6 H_8 O_5 C13_1,C7H8O5,C_6 H_7 O_5 C13_1,260,7,1.143,0.714,6,8,5,0,0,0,0,0,1
173.0091979,0.2101927,174.0164377,C_6 H_6 O_6,C6H6O6,C_6 H_5 O_6,214,6,1,1,6,6,6,0,0,0,0,0,0
173.0244748,0.3298593,174.0316939,C_10 H_6 O_3,C10H6O3,C_10 H_5 O_3,361,10,0.6,0.3,10,6,3,0,0,0,0,0,0
173.0456297,0.4769929,174.0528231,C_7 H_10 O_5,C7H10O5,C_7 H_9 O_5,170,7,1.429,0.714,7,10,5,0,0,0,0,0,0
173.045656,0.6280848,174.0528231,C_7 H_10 O_5,C7H10O5,C_7 H_9 O_5,170,7,1.429,0.714,7,10,5,0,0,0,0,0,0
173.0606616,0.8110109,174.0680792,C_11 H_10 O_2,C11H10O2,C_11 H_9 O_2,387,11,0.909,0.182,11,10,2,0,0,0,0,0,0
173.0608105,0.044023,174.0680792,C_11 H_10 O_2,C11H10O2,C_11 H_9 O_2,387,11,0.909,0.182,11,10,2,0,0,0,0,0,0
173.0609152,0.6456378,174.0680792,C_11 H_10 O_2,C11H10O2,C_11 H_9 O_2,387,11,0.909,0.182,11,10,2,0,0,0,0,0,0
173.0720768,0.2331063,174.0793126,C_10 H_10 O_1 N_2,C10H10N2O,C_10 H_9 O_1 N_2,94,10,1,0.1,10,10,1,2,0,0,0,0,0
173.0720883,0.2990992,174.0793126,C_10 H_10 O_1 N_2,C10H10N2O,C_10 H_9 O_1 N_2,94,10,1,0.1,10,10,1,2,0,0,0,0,0
173.0820843,0.8745221,174.0892085,C_8 H_14 O_4,C8H14O4,C_8 H_13 O_4,134,8,1.75,0.5,8,14,4,0,0,0,0,0,0
175.024716,0.5410948,176.0320877,C_6 H_8 O_6,C6H8O6,C_6 H_7 O_6,134,6,1.333,1,6,8,6,0,0,0,0,0,0
175.0247726,0.2200281,176.0320877,C_6 H_8 O_6,C6H8O6,C_6 H_7 O_6,134,6,1.333,1,6,8,6,0,0,0,0,0,0
175.0400169,0.2867468,176.0473439,C_10 H_8 O_3,C10H8O3,C_10 H_7 O_3,391,10,0.8,0.3,10,8,3,0,0,0,0,0,0
175.0762912,0.9179164,176.0837292,C_11 H_12 O_2,C11H12O2,C_11 H_11 O_2,376,11,1.091,0.182,11,12,2,0,0,0,0,0,0
175.1127375,0.5716045,176.1201146,C_12 H_16 O_1,C12H16O,C_12 H_15 O_1,379,12,1.333,0.083,12,16,1,0,0,0,0,0,0
175.1128307,0.042312,176.1201146,C_12 H_16 O_1,C12H16O,C_12 H_15 O_1,379,12,1.333,0.083,12,16,1,0,0,0,0,0,0
176.1444129,0.3366381,177.151749,C_12 H_19 N_1,C12H19N,C_12 H_18 N_1,152,12,1.583,0,12,19,0,1,0,0,0,0,0
177.019286,0.2587648,178.0266085,C_9 H_6 O_4,C9H6O4,C_9 H_5 O_4,376,9,0.667,0.444,9,6,4,0,0,0,0,0,0
177.0556785,0.2188664,178.0629939,C_10 H_10 O_3,C10H10O3,C_10 H_9 O_3,379,10,1,0.3,10,10,3,0,0,0,0,0,0
177.0558852,0.9420814,178.0629939,C_10 H_10 O_3,C10H10O3,C_10 H_9 O_3,379,10,1,0.3,10,10,3,0,0,0,0,0,0
177.0920372,0.368345,178.0993792,C_11 H_14 O_2,C11H14O2,C_11 H_13 O_2,354,11,1.273,0.182,11,14,2,0,0,0,0,0,0
177.0920834,0.1087371,178.0993792,C_11 H_14 O_2,C11H14O2,C_11 H_13 O_2,354,11,1.273,0.182,11,14,2,0,0,0,0,0,0
178.0589395,0.7413291,179.0663487,C_9 H_10 O_3 C13_1,C10H10O3,C_9 H_9 O_3 C13_1,379,10,1,0.3,9,10,3,0,0,0,0,0,1
178.998521,0.4203753,180.0058731,C_8 H_4 O_5,C8H4O5,C_8 H_3 O_5,379,8,0.5,0.625,8,4,5,0,0,0,0,0,0
179.0349762,0.0327368,180.0422585,C_9 H_8 O_4,C9H8O4,C_9 H_7 O_4,354,9,0.889,0.444,9,8,4,0,0,0,0,0,0
179.0712962,0.3954718,180.0786439,C_10 H_12 O_3,C10H12O3,C_10 H_11 O_3,354,10,1.2,0.3,10,12,3,0,0,0,0,0,0
179.1077901,0.207323,180.1150292,C_11 H_16 O_2,C11H16O2,C_11 H_15 O_2,353,11,1.455,0.182,11,16,2,0,0,0,0,0,0
179.1078286,0.4210807,180.1150292,C_11 H_16 O_2,C11H16O2,C_11 H_15 O_2,353,11,1.455,0.182,11,16,2,0,0,0,0,0,0
180.1029441,0.3187838,181.1102782,C_10 H_15 O_2 N_1,C10H15NO2,C_10 H_14 O_2 N_1,102,10,1.5,0.2,10,15,2,1,0,0,0,0,0
181.0141699,0.4218898,182.0215231,C_8 H_6 O_5,C8H6O5,C_8 H_5 O_5,354,8,0.75,0.625,8,6,5,0,0,0,0,0,0
181.0506315,0.0028288,182.0579085,C_9 H_10 O_4,C9H10O4,C_9 H_9 O_4,353,9,1.111,0.444,9,10,4,0,0,0,0,0,0
182.0539519,0.190876,183.0612633,C_8 H_10 O_4 C13_1,C9H10O4,C_8 H_9 O_4 C13_1,353,9,1.111,0.444,8,10,4,0,0,0,0,0,1
182.9936158,0.5680679,184.0007877,C_7 H_4 O_6,C7H4O6,C_7 H_3 O_6,353,7,0.571,0.857,7,4,6,0,0,0,0,0,0
182.9936805,0.9194626,184.0007877,C_7 H_4 O_6,C7H4O6,C_7 H_3 O_6,353,7,0.571,0.857,7,4,6,0,0,0,0,0,0
183.0297427,0.8366252,184.0371731,C_8 H_8 O_5,C8H8O5,C_8 H_7 O_5,330,8,1,0.625,8,8,5,0,0,0,0,0,0
183.0299297,0.179442,184.0371731,C_8 H_8 O_5,C8H8O5,C_8 H_7 O_5,330,8,1,0.625,8,8,5,0,0,0,0,0,0
183.0574203,0.4269368,184.0646181,C_7 H_10 O_4 C13_2,C9H10O4,C_7 H_9 O_4 C13_2,353,9,1.111,0.444,7,10,4,0,0,0,0,0,2
183.066217,0.3533915,184.0735585,C_9 H_12 O_4,C9H12O4,C_9 H_11 O_4,277,9,1.333,0.444,9,12,4,0,0,0,0,0,0
183.066285,0.0160262,184.0735585,C_9 H_12 O_4,C9H12O4,C_9 H_11 O_4,277,9,1.333,0.444,9,12,4,0,0,0,0,0,0
183.0816151,0.4179666,184.0888146,C_13 H_12 O_1,C13H12O,C_13 H_11 O_1,355,13,0.923,0.077,13,12,1,0,0,0,0,0,0
183.1179959,0.3927272,184.1252,C_14 H_16,C14H16,C_14 H_15,363,14,1.143,0,14,16,0,0,0,0,0,0,0
184.0250371,0.5868975,185.0324221,C_7 H_7 O_5 N_1,C7H7NO5,C_7 H_6 O_5 N_1,95,7,1,0.714,7,7,5,1,0,0,0,0,0
184.0251804,0.1878319,185.0324221,C_7 H_7 O_5 N_1,C7H7NO5,C_7 H_6 O_5 N_1,95,7,1,0.714,7,7,5,1,0,0,0,0,0
184.0253197,0.9404127,185.0324221,C_7 H_7 O_5 N_1,C7H7NO5,C_7 H_6 O_5 N_1,95,7,1,0.714,7,7,5,1,0,0,0,0,0
185.0091981,0.1979287,186.0164377,C_7 H_6 O_6,C7H6O6,C_7 H_5 O_6,277,7,0.857,0.857,7,6,6,0,0,0,0,0,0
185.045519,0.1488126,186.0528231,C_8 H_10 O_5,C8H10O5,C_8 H_9 O_5,260,8,1.25,0.625,8,10,5,0,0,0,0,0,0
185.081836,0.5163064,186.0892085,C_9 H_14 O_4,C9H14O4,C_9 H_13 O_4,214,9,1.556,0.444,9,14,4,0,0,0,0,0,0
186.0489436,0.2248361,187.0561779,C_7 H_10 O_5 C13_1,C8H10O5,C_7 H_9 O_5 C13_1,260,8,1.25,0.625,7,10,5,0,0,0,0,0,1
187.0248488,0.1992957,188.0320877,C_7 H_8 O_6,C7H8O6,C_7 H_7 O_6,214,7,1.143,0.857,7,8,6,0,0,0,0,0,0
187.039965,0.5445281,188.0473439,C_11 H_8 O_3,C11H8O3,C_11 H_7 O_3,361,11,0.727,0.273,11,8,3,0,0,0,0,0,0
187.0400601,0.0388945,188.0473439,C_11 H_8 O_3,C11H8O3,C_11 H_7 O_3,361,11,0.727,0.273,11,8,3,0,0,0,0,0,0
187.0612923,0.5085539,188.0684731,C_8 H_12 O_5,C8H12O5,C_8 H_11 O_5,170,8,1.5,0.625,8,12,5,0,0,0,0,0,0
187.0762712,0.9656613,188.0837292,C_12 H_12 O_2,C12H12O2,C_12 H_11 O_2,387,12,1,0.167,12,12,2,0,0,0,0,0,0
187.0764068,0.2447209,188.0837292,C_12 H_12 O_2,C12H12O2,C_12 H_11 O_2,387,12,1,0.167,12,12,2,0,0,0,0,0,0
187.0875074,0.9503188,188.0949626,C_11 H_12 O_1 N_2,C11H12N2O,C_11 H_11 O_1 N_2,94,11,1.091,0.091,11,12,1,2,0,0,0,0,0
187.0976502,0.3624998,188.1048585,C_9 H_16 O_4,C9H16O4,C_9 H_15 O_4,134,9,1.778,0.444,9,16,4,0,0,0,0,0,0
189.0193462,0.0745527,190.0266085,C_10 H_6 O_4,C10H6O4,C_10 H_5 O_4,387,10,0.6,0.4,10,6,4,0,0,0,0,0,0
189.0193767,0.234825,190.0266085,C_10 H_6 O_4,C10H6O4,C_10 H_5 O_4,387,10,0.6,0.4,10,6,4,0,0,0,0,0,0
189.0403856,0.3983317,190.0477377,C_7 H_10 O_6,C7H10O6,C_7 H_9 O_6,134,7,1.429,0.857,7,10,6,0,0,0,0,0,0
189.0404719,0.0559544,190.0477377,C_7 H_10 O_6,C7H10O6,C_7 H_9 O_6,134,7,1.429,0.857,7,10,6,0,0,0,0,0,0
189.0557692,0.2722518,190.0629939,C_11 H_10 O_3,C11H10O3,C_11 H_9 O_3,391,11,0.909,0.273,11,10,3,0,0,0,0,0,0
189.0558567,0.7326197,190.0629939,C_11 H_10 O_3,C11H10O3,C_11 H_9 O_3,391,11,0.909,0.273,11,10,3,0,0,0,0,0,0
189.0919476,0.8163947,190.0993792,C_12 H_14 O_2,C12H14O2,C_12 H_13 O_2,376,12,1.167,0.167,12,14,2,0,0,0,0,0,0
189.1285988,0.5814947,190.1357646,C_13 H_18 O_1,C13H18O,C_13 H_17 O_1,379,13,1.385,0.077,13,18,1,0,0,0,0,0,0
190.014537,0.2303454,191.0218575,C_9 H_5 O_4 N_1,C9H5NO4,C_9 H_4 O_4 N_1,141,9,0.556,0.444,9,5,4,1,0,0,0,0,0
190.13199,0.7690675,191.1391195,C_12 H_18 O_1 C13_1,C13H18O,C_12 H_17 O_1 C13_1,379,13,1.385,0.077,12,18,1,0,0,0,0,0,1
190.9985283,0.356083,192.0058731,C_9 H_4 O_5,C9H4O5,C_9 H_3 O_5,391,9,0.444,0.556,9,4,5,0,0,0,0,0,0
190.9985718,0.1297408,192.0058731,C_9 H_4 O_5,C9H4O5,C_9 H_3 O_5,391,9,0.444,0.556,9,4,5,0,0,0,0,0,0
191.0140341,0.94389,192.0211292,C_13 H_4 O_2,C13H4O2,C_13 H_3 O_2,229,13,0.308,0.154,13,4,2,0,0,0,0,0,0
191.0349711,0.0569146,192.0422585,C_10 H_8 O_4,C10H8O4,C_10 H_7 O_4,376,10,0.8,0.4,10,8,4,0,0,0,0,0,0
191.0349932,0.0580758,192.0422585,C_10 H_8 O_4,C10H8O4,C_10 H_7 O_4,376,10,0.8,0.4,10,8,4,0,0,0,0,0,0
191.0445741,0.6954112,192.0519841,C_7 H_10 O_5 O18_1,C7H10O6,C_7 H_9 O_5 O18_1,134,7,1.429,0.857,7,10,5,0,0,0,0,0,0
191.0713515,0.082914,192.0786439,C_11 H_12 O_3,C11H12O3,C_11 H_11 O_3,379,11,1.091,0.273,11,12,3,0,0,0,0,0,0
191.1078081,0.2877598,192.1150292,C_12 H_16 O_2,C12H16O2,C_12 H_15 O_2,354,12,1.333,0.167,12,16,2,0,0,0,0,0,0
191.1078391,0.4489236,192.1150292,C_12 H_16 O_2,C12H16O2,C_12 H_15 O_2,354,12,1.333,0.167,12,16,2,0,0,0,0,0,0
191.1078783,0.6530302,192.1150292,C_12 H_16 O_2,C12H16O2,C_12 H_15 O_2,354,12,1.333,0.167,12,16,2,0,0,0,0,0,0
192.0303286,0.5053575,193.0375075,C_9 H_7 O_4 N_1,C9H7NO4,C_9 H_6 O_4 N_1,141,9,0.778,0.444,9,7,4,1,0,0,0,0,0
192.0383362,0.0034085,193.0456133,C_9 H_8 O_4 C13_1,C10H8O4,C_9 H_7 O_4 C13_1,376,10,0.8,0.4,9,8,4,0,0,0,0,0,1
192.0383624,0.1322589,193.0456133,C_9 H_8 O_4 C13_1,C10H8O4,C_9 H_7 O_4 C13_1,376,10,0.8,0.4,9,8,4,0,0,0,0,0,1
192.0665839,0.1686816,193.0738929,C_10 H_11 O_3 N_1,C10H11NO3,C_10 H_10 O_3 N_1,131,10,1.1,0.3,10,11,3,1,0,0,0,0,0
193.0142072,0.2034929,194.0215231,C_9 H_6 O_5,C9H6O5,C_9 H_5 O_5,379,9,0.667,0.556,9,6,5,0,0,0,0,0,0
193.0142134,0.1711821,194.0215231,C_9 H_6 O_5,C9H6O5,C_9 H_5 O_5,379,9,0.667,0.556,9,6,5,0,0,0,0,0,0
193.0505433,0.4574101,194.0579085,C_10 H_10 O_4,C10H10O4,C_10 H_9 O_4,354,10,1,0.4,10,10,4,0,0,0,0,0,0
193.0657174,0.8799524,194.0731646,C_14 H_10 O_1,C14H10O,C_14 H_9 O_1,278,14,0.714,0.071,14,10,1,0,0,0,0,0,0
193.0868276,0.9780101,194.0942939,C_11 H_14 O_3,C11H14O3,C_11 H_13 O_3,354,11,1.273,0.273,11,14,3,0,0,0,0,0,0
193.0869656,0.2670816,194.0942939,C_11 H_14 O_3,C11H14O3,C_11 H_13 O_3,354,11,1.273,0.273,11,14,3,0,0,0,0,0,0
193.1235737,0.8800817,194.1306792,C_12 H_18 O_2,C12H18O2,C_12 H_17 O_2,353,12,1.5,0.167,12,18,2,0,0,0,0,0,0
194.0459058,0.1270371,195.0531575,C_9 H_9 O_4 N_1,C9H9NO4,C_9 H_8 O_4 N_1,152,9,1,0.444,9,9,4,1,0,0,0,0,0
194.99338,0.6699416,196.0007877,C_8 H_4 O_6,C8H4O6,C_8 H_3 O_6,354,8,0.5,0.75,8,4,6,0,0,0,0,0,0
194.9935478,0.1862747,196.0007877,C_8 H_4 O_6,C8H4O6,C_8 H_3 O_6,354,8,0.5,0.75,8,4,6,0,0,0,0,0,0
195.0299203,0.1206251,196.0371731,C_9 H_8 O_5,C9H8O5,C_9 H_7 O_5,354,9,0.889,0.556,9,8,5,0,0,0,0,0,0
195.0299835,0.4428852,196.0371731,C_9 H_8 O_5,C9H8O5,C_9 H_7 O_5,354,9,0.889,0.556,9,8,5,0,0,0,0,0,0
195.0548582,0.1030031,196.0621549,C_10 H_10 O_3 O18_1,C10H10O4,C_10 H_9 O_3 O18_1,354,10,1,0.4,10,10,3,0,0,0,0,0,0
195.0662333,0.248774,196.0735585,C_10 H_12 O_4,C10H12O4,C_10 H_11 O_4,353,10,1.2,0.4,10,12,4,0,0,0,0,0,0
195.081446,0.4700474,196.0888146,C_14 H_12 O_1,C14H12O,C_14 H_11 O_1,328,14,0.857,0.071,14,12,1,0,0,0,0,0,0
195.1025392,0.6537103,196.1099439,C_11 H_16 O_3,C11H16O3,C_11 H_15 O_3,330,11,1.455,0.273,11,16,3,0,0,0,0,0,0
195.1026887,0.1086431,196.1099439,C_11 H_16 O_3,C11H16O3,C_11 H_15 O_3,330,11,1.455,0.273,11,16,3,0,0,0,0,0,0
195.1390234,0.1500615,196.1463292,C_12 H_20 O_2,C12H20O2,C_12 H_19 O_2,277,12,1.667,0.167,12,20,2,0,0,0,0,0,0
195.9887158,0.2256543,196.9960367,C_7 H_3 O_6 N_1,C7H3NO6,C_7 H_2 O_6 N_1,152,7,0.429,0.857,7,3,6,1,0,0,0,0,0
196.0249677,0.9034866,197.0324221,C_8 H_7 O_5 N_1,C8H7NO5,C_8 H_6 O_5 N_1,122,8,0.875,0.625,8,7,5,1,0,0,0,0,0
196.0251291,0.0841181,197.0324221,C_8 H_7 O_5 N_1,C8H7NO5,C_8 H_6 O_5 N_1,122,8,0.875,0.625,8,7,5,1,0,0,0,0,0
196.0697511,0.579819,197.0769133,C_9 H_12 O_4 C13_1,C10H12O4,C_9 H_11 O_4 C13_1,353,10,1.2,0.4,9,12,4,0,0,0,0,0,1
197.0090576,0.5238507,198.0164377,C_8 H_6 O_6,C8H6O6,C_8 H_5 O_6,353,8,0.75,0.75,8,6,6,0,0,0,0,0,0
197.0091594,0.0096103,198.0164377,C_8 H_6 O_6,C8H6O6,C_8 H_5 O_6,353,8,0.75,0.75,8,6,6,0,0,0,0,0,0
197.009256,0.4781974,198.0164377,C_8 H_6 O_6,C8H6O6,C_8 H_5 O_6,353,8,0.75,0.75,8,6,6,0,0,0,0,0,0
197.0455501,0.0172025,198.0528231,C_9 H_10 O_5,C9H10O5,C_9 H_9 O_5,330,9,1.111,0.556,9,10,5,0,0,0,0,0,0
197.0457079,0.8143023,198.0528231,C_9 H_10 O_5,C9H10O5,C_9 H_9 O_5,330,9,1.111,0.556,9,10,5,0,0,0,0,0,0
197.0817921,0.7066367,198.0892085,C_10 H_14 O_4,C10H14O4,C_10 H_13 O_4,277,10,1.4,0.4,10,14,4,0,0,0,0,0,0
197.0818291,0.5197257,198.0892085,C_10 H_14 O_4,C10H14O4,C_10 H_13 O_4,277,10,1.4,0.4,10,14,4,0,0,0,0,0,0
197.0819342,0.010778,198.0892085,C_10 H_14 O_4,C10H14O4,C_10 H_13 O_4,277,10,1.4,0.4,10,14,4,0,0,0,0,0,0
197.0819972,0.3288719,198.0892085,C_10 H_14 O_4,C10H14O4,C_10 H_13 O_4,277,10,1.4,0.4,10,14,4,0,0,0,0,0,0
197.1547627,0.3020962,198.1619792,C_12 H_22 O_2,C12H22O2,C_12 H_21 O_2,214,12,1.833,0.167,12,22,2,0,0,0,0,0,0
198.0407836,0.0604578,199.0480721,C_8 H_9 O_5 N_1,C8H9NO5,C_8 H_8 O_5 N_1,95,8,1.125,0.625,8,9,5,1,0,0,0,0,0
198.0408238,0.1413126,199.0480721,C_8 H_9 O_5 N_1,C8H9NO5,C_8 H_8 O_5 N_1,95,8,1.125,0.625,8,9,5,1,0,0,0,0,0
199.0038102,0.6407295,200.0109585,C_11 H_4 O_4,C11H4O4,C_11 H_3 O_4,340,11,0.364,0.364,11,4,4,0,0,0,0,0,0
